locus_tag,possible.G.to.A,possible.G.to.T,possible.G.to.C,possible.A.to.G,possible.A.to.T,possible.A.to.C,possible.T.to.G,possible.T.to.A,possible.T.to.C,possible.C.to.G,possible.C.to.A,possible.C.to.T,gene.length,gene
ECB_03737,179,140,140,136,41,41,65,80,148,136,159,296,2190,fadB
ECB_03738,123,100,100,63,16,16,36,45,100,57,75,175,1332,pepQ
ECB_03739,67,48,48,41,15,15,19,24,55,29,33,56,615,yigZ
ECB_03740,130,108,108,51,30,30,46,62,142,87,113,181,1452,trkH
ECB_03741,50,37,37,33,10,11,15,22,43,26,31,59,546,hemG
ECB_03742,45,26,26,40,21,23,14,19,55,18,25,39,513,mobB
ECB_03743,42,27,27,46,24,26,29,33,67,20,25,44,585,mobA
ECB_03744,26,17,17,24,4,4,7,10,25,8,10,25,270,yihD
ECB_03745,66,38,38,66,29,29,47,53,120,36,50,86,987,yihE
ECB_03746,58,39,39,41,10,10,32,36,63,16,18,54,627,dsbA
ECB_03747,86,46,46,132,52,54,63,77,179,39,55,96,1431,yihF
ECB_03748,76,48,48,56,23,24,35,48,111,30,39,85,933,yihG
ECB_03749,268,191,191,189,67,67,105,134,248,108,135,275,2787,polA
ECB_03750,61,40,40,39,12,12,25,29,50,23,26,62,597,yihA
ECB_03751,44,23,23,49,16,16,20,23,42,22,24,44,510,yihI
ECB_03752,141,90,90,57,15,15,33,45,115,63,83,175,1374,hemN
ECB_03753,154,110,110,76,29,30,48,59,124,67,88,144,1410,glnG
ECB_03754,115,84,84,55,14,15,28,41,93,52,68,125,1050,glnL
ECB_03755,94,73,73,81,29,29,75,87,118,64,79,189,1410,glnA
ECB_03756,134,100,100,89,23,23,120,130,163,77,105,249,1824,bipA
ECB_03757,59,36,36,57,23,25,21,32,62,29,40,62,711,yihL
ECB_03758,66,42,42,75,26,28,38,48,130,29,44,77,981,yihM
ECB_03759,89,69,69,84,41,42,37,59,134,52,68,130,1266,yihN
ECB_03760,28,14,14,49,24,25,19,26,89,28,36,69,693,yshA
ECB_03761,95,71,71,88,41,42,51,74,173,60,75,129,1404,yihO
ECB_03762,111,85,85,60,30,32,45,60,111,92,109,209,1407,yihP
ECB_03763,142,98,98,92,26,28,56,72,151,119,133,289,2004,yihQ
ECB_03764,66,45,45,60,22,23,40,49,109,38,47,87,927,yihR
ECB_03765,77,57,57,68,19,20,41,50,106,73,85,160,1242,yihS
ECB_03766,56,43,43,59,21,21,34,42,72,51,60,110,879,yihT
ECB_03767,59,43,43,45,15,15,41,46,85,65,78,115,897,yihU
ECB_03768,84,64,64,55,29,31,36,41,83,38,47,88,897,yihV
ECB_03769,74,55,55,34,14,15,34,47,85,34,44,78,786,yihW
ECB_03770,57,40,40,28,10,10,16,23,62,21,28,61,600,yihX
ECB_03771,64,46,46,45,21,22,29,42,81,52,66,115,873,rbn
ECB_03772,37,21,21,31,15,15,9,12,32,30,32,49,438,dtd
ECB_03773,38,28,28,24,10,10,11,15,33,25,32,47,420,yiiD
ECB_03774,24,10,10,20,9,10,11,13,23,3,6,7,219,yiiE
ECB_03775,18,9,9,20,5,8,9,11,25,7,8,13,219,yiiF
ECB_03776,88,62,62,52,17,17,27,36,70,41,49,117,930,fdhE
ECB_03777,55,43,43,24,11,11,19,26,47,26,45,82,636,fdoI
ECB_03778,79,56,56,39,9,9,27,36,67,47,56,119,903,fdoH
ECB_03780,78,57,57,55,20,20,35,40,86,37,48,70,834,fdhD
ECB_03781,74,52,52,92,22,26,41,51,107,36,42,85,1056,yiiG
ECB_03782,149,87,87,94,35,38,51,83,193,84,107,193,1749,frvR
ECB_03783,93,69,69,59,18,18,29,42,92,61,68,127,1071,frvX
ECB_03784,135,112,112,58,20,20,53,71,116,94,114,195,1452,frvB
ECB_03785,29,17,17,31,9,9,14,20,39,26,30,59,447,frvA
ECB_03786,78,49,49,89,34,34,52,63,172,58,66,130,1395,ECB_03786
ECB_03787,21,15,15,20,4,4,11,13,28,12,16,34,315,yiiL
ECB_03788,55,40,40,50,19,20,17,22,51,64,73,126,825,rhaD
ECB_03789,129,88,88,46,13,13,48,61,116,58,71,151,1266,rhaA
ECB_03790,125,90,90,56,22,22,42,59,137,89,109,191,1470,rhaB
ECB_03791,84,54,54,40,20,20,23,27,97,34,46,81,837,rhaS
ECB_03792,87,54,54,39,14,15,31,41,119,38,46,84,939,rhaR
ECB_03793,87,72,72,42,21,21,25,43,88,58,73,133,1035,rhaT
ECB_03794,50,39,39,38,10,10,23,25,41,29,33,91,621,sodA
ECB_03795,100,86,86,65,36,37,33,57,89,44,51,85,984,kdgT
ECB_03796,69,42,42,36,14,15,20,24,64,27,36,59,675,yiiM
ECB_03797,145,96,96,66,17,17,51,66,130,62,74,153,1374,cpxA
ECB_03798,62,39,39,38,13,13,34,39,75,30,35,79,699,cpxR
ECB_03799,38,15,15,39,16,16,21,22,48,20,23,38,501,cpxP
ECB_03800,97,72,72,47,27,28,31,47,103,31,48,70,903,fieF
ECB_03801,63,52,52,47,14,14,67,74,90,35,56,133,963,pfkA
ECB_03802,87,58,58,63,23,23,34,43,81,43,54,109,990,sbp
ECB_03803,67,44,44,50,18,18,35,41,92,22,31,57,756,cdh
ECB_03804,49,35,35,57,20,20,60,62,67,20,38,92,768,tpiA
ECB_03805,47,31,31,54,25,25,23,26,51,24,30,63,600,yiiQ
ECB_03806,36,28,28,28,15,15,14,20,45,18,19,34,441,yiiR
ECB_03807,23,12,12,18,7,7,9,14,33,16,17,28,300,yiiS
ECB_03808,37,22,22,30,8,9,9,17,50,12,17,36,429,yiiT
ECB_03809,58,46,46,60,22,22,16,22,61,46,51,85,747,fpr
ECB_03810,73,59,59,56,22,23,32,48,77,72,85,140,1011,glpX
ECB_03811,118,81,81,78,24,24,60,76,123,88,105,186,1509,glpK
ECB_03812,53,37,37,43,21,22,54,68,106,43,50,96,846,glpF
ECB_03813,30,12,12,22,5,5,5,6,13,7,9,23,246,yiiU
ECB_03814,33,24,24,25,10,10,23,29,53,29,34,58,486,menG
ECB_03815,84,73,73,55,29,29,29,41,84,46,59,115,927,menA
ECB_03816,112,71,71,80,16,16,65,77,107,60,86,165,1332,hslU
ECB_03817,36,27,27,34,11,11,25,29,48,31,38,69,531,hslV
ECB_03818,109,66,66,75,27,28,45,50,66,37,46,74,960,ftsN
ECB_03819,87,59,59,62,22,23,37,46,98,50,69,108,1026,cytR
ECB_03820,232,166,166,106,39,39,79,97,195,118,139,252,2199,priA
ECB_03821,8,5,5,11,1,1,14,16,19,9,11,33,213,rpmE
ECB_03822,38,26,26,45,21,22,21,32,76,30,32,49,624,ECB_03822
ECB_03823,54,33,33,41,13,14,18,19,37,34,40,74,609,yiiX
ECB_03824,29,17,17,19,2,2,12,15,26,12,16,35,318,metJ
ECB_03825,115,91,91,77,34,35,31,38,101,57,67,133,1161,metB
ECB_03826,244,181,181,102,29,29,86,99,202,135,158,331,2433,metL
ECB_03827,78,60,60,44,15,15,32,48,92,33,38,92,891,metF
ECB_03828,183,138,138,112,43,44,112,123,192,92,108,262,2181,katG
ECB_03829,83,64,64,45,17,18,29,41,85,50,58,108,906,yijE
ECB_03830,50,37,37,35,15,16,19,22,57,33,42,72,618,yijF
ECB_03831,94,72,72,72,31,31,56,65,105,47,60,119,1104,gldA
ECB_03832,60,44,44,46,19,19,26,35,55,33,37,73,663,talC
ECB_03833,203,156,156,144,40,40,84,118,212,137,160,335,2502,ptsA
ECB_03834,107,86,86,40,18,18,58,75,114,49,63,114,1080,frwC
ECB_03835,21,17,17,28,9,9,12,18,29,15,19,30,321,frwB
ECB_03836,216,155,155,140,43,44,57,76,179,110,141,286,2298,pflD
ECB_03837,99,73,73,49,18,20,25,32,77,35,51,85,879,pflC
ECB_03838,42,27,27,17,8,8,12,15,30,11,18,32,342,frwD
ECB_03839,67,48,48,52,17,18,25,30,68,52,60,114,852,yijO
ECB_03840,174,126,126,78,29,29,53,67,152,64,79,210,1734,yijP
ECB_03841,228,170,170,177,56,56,75,97,172,163,185,366,2652,ppc
ECB_03842,90,65,65,69,29,29,42,56,125,53,65,122,1152,argE
ECB_03843,97,72,72,53,19,19,29,39,97,51,59,112,1005,argC
ECB_03844,90,68,68,43,21,21,20,32,62,37,43,84,774,argB
ECB_03845,155,112,112,76,20,21,49,58,110,56,65,151,1374,argH
ECB_03846,103,71,71,53,22,23,29,37,78,33,40,98,918,oxyR
ECB_03847,89,61,61,78,37,37,48,66,128,82,99,183,1401,udhA
ECB_03848,51,37,37,51,13,14,25,33,65,40,50,75,705,yijC
ECB_03849,31,26,26,21,10,11,19,26,41,13,14,36,360,yijD
ECB_03850,107,70,70,61,19,19,28,38,99,41,55,121,1101,trmA
ECB_03851,130,90,90,85,40,40,80,94,225,100,112,189,1845,btuB
ECB_03852,65,47,47,70,33,34,45,52,95,39,46,79,858,murI
ECB_03853,53,35,35,103,48,49,47,59,120,35,42,79,1029,murB
ECB_03854,81,51,51,65,31,31,47,57,107,37,48,80,966,birA
ECB_03855,66,42,42,66,23,24,48,57,125,30,38,77,951,coaA
ECB_03856,80,59,59,69,20,20,94,97,107,42,68,155,1185,tuf
ECB_03857,38,31,31,21,12,13,20,27,36,21,23,43,384,secE
ECB_03858,38,26,26,33,7,7,38,39,54,21,26,56,546,nusG
ECB_03859,33,21,21,30,12,12,31,34,37,17,23,45,429,rplK
ECB_03860,44,31,31,52,20,20,57,58,65,27,37,84,705,rplA
ECB_03861,32,27,27,42,14,14,41,44,53,20,22,48,498,rplJ
ECB_03862,11,11,11,47,15,15,38,40,41,7,11,28,366,rplL
ECB_03863,315,204,204,221,65,65,245,263,335,165,232,538,4029,rpoB
ECB_03864,350,247,247,227,74,74,298,316,386,150,224,530,4224,rpoC
ECB_03865,34,13,13,46,12,16,27,33,69,13,14,39,540,htrC
ECB_03866,100,70,70,63,24,27,36,43,94,59,74,134,1134,thiH
ECB_03867,78,60,60,45,22,22,22,29,59,46,52,92,771,thiG
ECB_03868,23,13,13,11,3,3,7,9,15,6,11,20,201,thiS
ECB_03869,74,53,53,46,23,23,23,27,60,37,48,92,756,thiF
ECB_03870,64,45,45,37,25,25,19,23,56,34,49,68,636,thiE
ECB_03871,153,111,111,102,30,31,46,68,136,127,151,247,1896,thiC
ECB_03872,39,23,23,22,5,7,15,21,49,27,29,60,477,rsd
ECB_03873,64,41,41,49,18,18,24,29,70,36,47,73,774,nudC
ECB_03874,94,77,77,58,19,19,37,45,91,62,68,121,1065,hemE
ECB_03875,68,55,55,37,13,13,18,20,51,43,53,76,672,nfi
ECB_03876,40,24,24,44,13,14,23,30,55,20,25,60,591,yjaG
ECB_03877,19,10,10,25,10,10,20,24,27,11,12,27,273,hupA
ECB_03878,56,37,37,33,12,13,27,30,71,36,45,75,696,yjaH
ECB_03879,33,22,22,30,11,11,16,20,37,15,19,36,420,zraP
ECB_03880,133,85,85,88,39,43,40,57,115,68,81,142,1377,zraS
ECB_03881,162,121,121,65,24,25,32,50,107,61,81,142,1326,zraR
ECB_03882,116,90,90,74,25,25,35,40,81,83,102,171,1290,purD
ECB_03883,116,78,78,70,22,22,65,82,121,112,129,230,1590,purH
ECB_03884,57,37,37,20,11,11,16,19,48,14,19,32,444,yjaB
ECB_03885,86,59,59,44,21,21,30,41,101,37,44,98,930,metA
ECB_03886,130,86,86,95,34,36,44,65,142,82,97,182,1602,aceB
ECB_03887,123,91,91,73,23,23,48,60,102,62,71,150,1305,aceA
ECB_03888,159,108,108,79,20,22,61,80,162,77,102,202,1737,aceK
ECB_03889,39,21,21,82,32,37,40,54,120,21,26,68,912,arpA
ECB_03890,69,50,50,58,22,23,26,37,75,48,54,86,825,iclR
ECB_03891,337,249,249,172,45,45,110,143,257,219,268,487,3684,metH
ECB_03892,165,122,122,76,38,38,50,71,142,100,121,213,1632,yjbB
ECB_03893,62,49,49,36,13,13,42,53,76,30,34,75,690,pepE
ECB_03894,76,48,48,51,13,13,22,34,69,56,68,106,873,yjbC
ECB_03895,25,12,12,23,6,7,10,13,24,13,16,21,273,yjbD
ECB_03896,114,87,87,82,41,41,63,73,131,72,89,164,1350,lysC
ECB_03897,137,96,96,78,24,24,70,83,133,68,88,218,1650,pgi
ECB_03898,23,21,21,14,10,10,13,14,20,19,19,23,243,yjbE
ECB_03899,50,32,32,40,16,16,16,22,47,44,50,80,639,yjbF
ECB_03900,79,53,53,39,22,23,21,28,52,41,49,87,738,yjbG
ECB_03901,200,144,144,90,26,27,58,64,180,113,129,256,2097,yjbH
ECB_03902,46,35,35,19,7,7,9,14,36,21,31,55,411,yjbA
ECB_03903,98,81,81,78,35,35,72,96,157,78,91,171,1476,xylE
ECB_03904,86,74,74,47,23,23,32,45,71,43,53,118,891,malG
ECB_03905,135,105,105,66,22,22,35,55,115,102,112,226,1545,malF
ECB_03906,94,69,69,78,22,22,45,55,90,55,69,148,1191,malE
ECB_03907,105,75,75,69,30,30,44,50,86,56,73,131,1116,malK
ECB_03908,62,33,33,60,18,18,78,85,127,70,83,181,1341,lamB
ECB_03909,73,60,60,65,25,25,37,41,78,54,61,108,921,malM
ECB_03910,52,29,29,98,49,55,49,66,208,22,39,75,1329,yjbI
ECB_03911,55,41,41,43,15,15,16,18,45,18,24,46,498,ubiC
ECB_03912,95,73,73,41,23,23,19,33,87,36,42,84,873,ubiA
ECB_03913,249,179,179,105,43,43,85,108,203,113,138,306,2424,plsB
ECB_03914,24,20,20,24,12,12,11,19,32,22,31,44,369,dgkA
ECB_03915,57,35,35,40,12,13,30,39,64,24,28,56,609,lexA
ECB_03916,149,119,119,57,31,32,56,70,143,71,89,154,1380,dinF
ECB_03917,11,5,5,21,1,1,7,8,21,9,11,14,210,yjbJ
ECB_03918,55,38,38,35,10,10,13,16,51,20,23,42,516,zur
ECB_03919,7,4,4,28,15,16,8,12,41,2,7,8,255,yjbL
ECB_03920,40,21,21,58,25,25,30,41,109,9,11,37,708,yjbM
ECB_03921,102,78,78,50,15,16,33,43,98,39,54,102,1038,yjbN
ECB_03922,27,21,21,12,5,5,7,14,23,11,12,24,243,yjbO
ECB_03923,86,59,59,69,25,26,27,41,85,59,73,111,984,qor
ECB_03924,124,88,88,81,26,26,56,66,123,67,91,162,1416,dnaB
ECB_03925,84,67,67,66,25,28,52,61,105,65,74,114,1080,alr
ECB_03926,87,64,64,78,33,33,46,60,120,64,67,128,1194,tyrB
ECB_03927,44,32,32,46,21,22,31,39,77,35,44,71,714,aphA
ECB_03928,32,22,22,25,13,13,14,17,39,22,27,49,417,yjbQ
ECB_03929,42,30,30,28,10,10,7,8,26,8,10,32,357,yjbR
ECB_03930,272,196,196,138,50,50,97,124,212,162,197,369,2823,uvrA
ECB_03931,47,25,25,22,8,9,38,41,53,29,31,54,537,ssb
ECB_03932,18,12,12,10,8,8,16,17,26,15,22,31,282,yjcB
ECB_03933,55,35,35,37,14,14,17,26,63,20,28,51,600,yjcC
ECB_03934,25,12,12,15,7,7,9,16,33,21,25,38,324,soxS
ECB_03935,42,30,30,36,9,9,13,22,50,22,29,42,465,soxR
ECB_03936,127,115,115,53,34,34,75,92,125,66,88,181,1350,yjcD
ECB_03937,180,140,140,63,24,24,63,83,139,89,115,198,1650,yjcE
ECB_03938,38,19,19,99,52,60,50,68,194,31,39,89,1293,yjcF
ECB_03939,155,134,134,58,27,28,51,74,119,101,125,238,1650,actP
ECB_03940,24,19,19,16,8,9,9,16,30,17,27,38,315,yjcH
ECB_03941,180,138,138,82,27,27,56,81,135,121,136,263,1959,acs
ECB_03942,113,76,76,93,23,24,51,60,114,63,80,159,1437,nrfA
ECB_03943,54,34,34,30,12,12,14,17,49,25,27,62,567,nrfB
ECB_03944,72,49,49,16,4,4,19,23,57,44,49,88,672,nrfC
ECB_03945,126,107,107,29,11,12,25,32,72,47,57,120,957,nrfD
ECB_03946,178,151,151,73,36,37,55,68,150,85,106,195,1659,nrfE
ECB_03947,41,27,27,28,11,12,8,10,32,14,18,35,384,nrfF
ECB_03948,67,41,41,37,15,16,13,14,43,22,30,61,597,nrfG
ECB_03949,159,140,140,42,12,12,47,73,112,48,68,157,1314,gltP
ECB_03950,51,28,28,51,18,18,17,23,62,31,37,76,690,yjcO
ECB_03952,139,97,97,97,34,36,36,47,117,88,106,168,1467,yjcP
ECB_03953,190,142,142,115,49,52,51,72,161,115,147,257,2052,yjcQ
ECB_03954,77,61,61,66,24,25,40,50,90,75,82,127,1032,yjcR
ECB_03955,155,115,115,85,22,23,67,91,167,110,130,275,1986,yjcS
ECB_03956,74,57,57,55,27,29,31,38,83,54,62,106,930,alsK
ECB_03957,52,38,38,49,18,19,20,27,58,25,39,77,696,alsE
ECB_03958,71,60,60,42,26,27,32,46,78,65,91,149,981,alsC
ECB_03959,99,71,71,106,37,38,44,60,139,81,111,182,1533,alsA
ECB_03960,51,36,36,74,24,24,38,47,92,60,68,103,936,alsB
ECB_03961,68,39,39,69,39,41,29,39,95,36,45,77,891,rpiR
ECB_03962,35,23,23,29,16,17,20,29,53,21,24,33,450,rpiB
ECB_03963,30,15,15,14,3,6,8,12,30,19,25,39,330,yjdP
ECB_03964,91,71,71,28,14,15,9,11,55,39,47,92,759,phnP
ECB_03965,44,27,27,16,4,4,10,12,30,27,29,63,435,phnO
ECB_03966,60,43,43,21,5,5,7,10,36,42,48,88,558,phnN
ECB_03967,132,94,94,33,7,8,17,24,58,81,92,175,1137,phnM
ECB_03968,49,41,41,38,16,16,16,19,29,64,74,123,681,phnL
ECB_03969,105,77,77,19,6,6,12,18,49,53,58,103,759,phnK
ECB_03970,79,56,56,32,12,12,11,15,43,58,72,124,846,phnJ
ECB_03971,112,75,75,47,18,18,21,26,57,80,88,164,1065,phnI
ECB_03972,67,50,50,16,3,3,12,18,35,47,54,91,585,phnH
ECB_03973,37,29,29,21,10,10,11,15,23,37,41,74,453,phnG
ECB_03974,71,47,47,25,10,10,16,19,36,57,64,123,726,phnF
ECB_03975,68,54,54,27,8,9,17,22,31,83,95,148,819,phnE
ECB_03976,103,72,72,51,16,16,7,13,42,65,75,157,1017,phnD
ECB_03977,70,47,47,25,3,3,16,23,50,68,78,133,789,phnC
ECB_03978,20,15,15,33,10,10,8,11,32,32,36,56,444,phnB
ECB_03979,19,13,13,24,5,5,12,14,24,10,16,48,336,phnA
ECB_03980,231,140,140,132,43,45,73,95,241,93,112,198,2229,yjdA
ECB_03981,103,67,67,49,22,22,28,30,79,40,48,80,879,yjcZ
ECB_03982,139,107,107,62,25,26,63,94,169,62,79,153,1503,proP
ECB_03983,111,73,73,63,31,32,17,30,83,58,76,141,1092,basS
ECB_03984,61,48,48,40,11,11,14,20,56,40,52,90,669,basR
ECB_03985,144,102,102,89,35,39,51,69,151,68,89,214,1644,yjdB
ECB_03986,95,85,85,66,40,40,55,73,122,84,104,176,1338,yjdE
ECB_03987,32,19,19,56,21,24,28,37,90,27,34,76,762,adiY
ECB_03988,132,104,104,134,45,46,80,99,184,138,157,312,2271,adiA
ECB_03989,71,50,50,46,14,14,13,24,72,50,60,114,909,melR
ECB_03990,121,86,86,60,24,24,41,64,126,67,78,155,1356,melA
ECB_03991,96,74,74,75,45,47,66,88,179,59,79,137,1410,melB
ECB_03992,63,51,51,32,18,19,11,18,43,39,45,80,630,yjdF
ECB_03993,123,86,86,98,25,26,61,69,109,98,122,241,1647,fumB
ECB_03994,117,99,99,58,31,32,62,81,122,58,86,169,1341,dcuB
ECB_03995,54,31,31,45,19,19,16,23,61,34,48,94,720,dcuR
ECB_03996,81,52,52,59,20,22,21,28,75,53,70,111,912,dcuS
ECB_03997,17,12,12,12,4,4,7,8,23,12,15,26,231,yjdI
ECB_03998,18,13,13,27,5,5,4,10,28,9,15,19,273,yjdJ
ECB_03999,13,6,6,26,12,15,10,12,40,6,10,22,297,yjdK
ECB_04000,96,65,65,108,39,40,81,99,181,54,72,142,1518,lysU
ECB_04001,108,74,74,76,50,50,47,64,149,80,100,168,1458,yjdL
ECB_04002,140,108,108,115,31,32,121,144,220,63,88,259,2148,cadA
ECB_04003,69,60,60,68,44,44,100,120,164,50,69,151,1335,cadB
ECB_04004,78,47,47,130,61,65,75,90,199,50,62,115,1539,cadC
ECB_04005,50,35,35,42,15,15,18,20,50,25,30,68,576,yjdC
ECB_04006,150,106,106,104,50,51,49,61,143,98,116,200,1698,dsbD
ECB_04007,28,19,19,29,11,11,13,14,30,17,18,35,339,cutA
ECB_04008,102,86,86,54,29,30,81,92,118,64,94,188,1302,dcuA
ECB_04009,92,64,64,95,31,33,83,94,124,53,74,193,1437,aspA
ECB_04010,44,25,25,23,11,11,21,28,61,20,24,43,477,fxsA
ECB_04011,95,79,79,79,40,40,45,64,138,66,81,139,1257,yjeH
ECB_04012,19,13,13,19,3,3,18,22,32,16,22,33,294,groES
ECB_04013,101,76,76,124,43,43,126,128,142,71,101,201,1647,groEL
ECB_04014,31,16,16,18,12,12,14,19,31,15,17,39,354,yjeI
ECB_04015,60,43,43,74,23,23,31,42,96,32,40,81,870,yjeJ
ECB_04016,100,67,67,58,25,26,36,42,103,45,55,112,1029,yjeK
ECB_04017,33,24,24,36,10,10,43,44,64,24,30,64,567,efp
ECB_04018,4,3,3,5,0,0,8,8,11,13,16,23,126,ecnA
ECB_04019,11,8,8,13,7,7,10,13,16,5,6,11,147,ecnB
ECB_04020,28,25,25,17,7,7,14,22,34,18,21,32,318,sugE
ECB_04021,35,27,27,30,17,18,23,28,55,33,35,60,537,blc
ECB_04022,74,45,45,90,49,50,38,50,100,60,70,114,1134,ampC
ECB_04023,34,31,31,15,9,9,19,24,31,8,14,48,360,frdD
ECB_04024,32,30,30,29,10,10,11,17,30,16,23,44,396,frdC
ECB_04025,61,43,43,34,11,11,22,27,54,33,42,102,735,frdB
ECB_04026,125,89,89,98,38,38,88,97,145,109,123,250,1809,frdA
ECB_04027,91,59,59,58,19,19,34,42,97,39,47,98,978,yjeA
ECB_04028,118,90,90,77,50,51,62,87,167,58,67,138,1503,yjeM
ECB_04029,378,259,259,153,46,49,98,140,266,175,217,397,3324,yjeP
ECB_04030,76,59,59,57,19,19,37,44,70,54,66,137,969,psd
ECB_04031,95,63,63,37,5,5,36,48,92,63,78,144,1053,yjeQ
ECB_04032,58,41,41,23,6,6,12,20,43,25,30,66,546,orn
ECB_04033,92,58,58,73,26,28,42,55,106,58,71,121,1140,yjeS
ECB_04034,137,109,109,90,44,44,60,77,151,88,104,167,1548,yjeF
ECB_04035,32,19,19,30,14,14,19,20,54,26,33,48,462,yjeE
ECB_04036,134,104,104,65,27,28,50,61,132,63,80,134,1338,amiB
ECB_04037,197,148,148,123,45,46,54,72,146,84,108,193,1848,mutL
ECB_04038,102,63,63,63,30,34,42,52,101,26,41,65,951,miaA
ECB_04039,26,16,16,15,2,2,20,23,37,8,11,31,309,hfq
ECB_04040,131,79,79,73,27,30,67,75,128,50,69,119,1281,hflX
ECB_04041,109,81,81,70,19,19,60,70,104,66,75,151,1260,hflK
ECB_04042,81,58,58,54,19,20,57,66,89,40,54,119,1005,hflC
ECB_04043,21,13,13,8,4,5,11,13,23,6,8,15,198,yjeT
ECB_04044,95,74,74,60,17,17,102,107,137,59,75,161,1299,purA
ECB_04045,41,28,28,21,7,7,21,25,53,16,20,36,426,yjeB
ECB_04046,233,165,165,133,28,31,95,115,192,127,143,291,2442,rnr
ECB_04047,67,46,46,39,14,14,29,36,62,39,49,88,732,yjfH
ECB_04048,28,18,18,36,15,16,11,19,51,7,12,26,402,yjfI
ECB_04049,59,34,34,65,16,17,31,37,66,36,40,62,699,yjfJ
ECB_04050,44,24,24,42,14,14,19,25,72,31,41,71,660,yjfK
ECB_04051,21,17,17,26,15,16,14,24,52,15,19,36,399,yjfL
ECB_04052,30,18,18,33,11,14,36,42,84,33,35,65,639,yjfM
ECB_04053,104,66,66,47,17,19,40,50,115,44,67,131,1164,yjfC
ECB_04054,170,117,117,88,32,33,62,72,177,63,78,138,1626,aidB
ECB_04055,24,16,16,20,10,10,10,13,24,9,11,24,276,yjfN
ECB_04056,24,15,15,32,15,16,13,16,34,9,14,24,330,yjfO
ECB_04057,64,48,48,52,29,31,29,35,76,29,35,69,750,yjfP
ECB_04058,61,45,45,58,19,20,20,26,58,34,47,84,756,yjfQ
ECB_04059,75,54,54,53,12,12,41,48,92,47,59,133,1065,yjfR
ECB_04060,109,85,85,47,20,20,42,70,106,85,113,199,1398,ulaA
ECB_04061,24,17,17,17,4,4,9,12,21,15,21,41,306,sgaB
ECB_04062,48,33,33,26,8,8,16,18,33,20,26,57,465,ptxA
ECB_04063,46,36,36,37,10,10,25,34,48,40,49,89,651,sgaH
ECB_04064,96,70,70,38,8,8,19,23,49,41,51,102,855,sgaU
ECB_04065,68,52,52,31,9,9,15,20,42,36,42,86,687,sgaE
ECB_04066,19,13,13,17,7,8,7,12,31,9,11,27,276,yjfY
ECB_04067,23,12,12,22,6,6,25,26,37,17,23,48,396,rpsF
ECB_04068,27,10,10,14,12,13,14,19,29,14,16,33,315,priB
ECB_04069,14,8,8,12,3,3,15,16,21,12,17,34,228,rpsR
ECB_04070,25,19,19,39,14,14,41,43,48,12,17,49,450,rplI
ECB_04071,78,61,61,91,49,51,39,69,134,54,64,122,1278,ECB_04071
ECB_04072,163,119,119,140,71,75,90,108,218,93,113,199,2073,ECB_04072
ECB_04073,99,72,72,92,41,41,62,91,154,89,105,187,1542,ECB_04073
ECB_04074,57,43,43,58,11,13,25,36,80,36,40,77,777,ECB_04074
ECB_04075,70,52,52,44,19,21,21,32,79,51,61,100,843,ECB_04075
ECB_04076,47,38,38,43,15,15,37,52,78,52,57,102,792,ECB_04076
ECB_04077,24,10,10,25,8,9,13,17,44,9,14,24,327,ytfA
ECB_04078,65,47,47,45,19,19,15,22,51,30,35,56,639,ytfB
ECB_04079,46,39,39,44,11,11,37,41,56,33,41,74,621,fklB
ECB_04080,142,112,112,56,31,31,52,70,117,63,82,160,1413,cycA
ECB_04081,56,42,42,46,12,12,22,26,44,24,35,83,663,ytfE
ECB_04082,90,74,74,43,23,24,33,47,87,59,68,116,975,ytfF
ECB_04083,68,48,48,54,25,25,41,48,84,46,54,98,861,ytfG
ECB_04084,54,36,36,20,4,4,13,15,35,10,14,29,381,ytfH
ECB_04085,161,120,120,108,40,42,55,78,196,92,103,196,1944,cpdB
ECB_04086,69,51,51,40,16,17,31,41,68,30,34,72,741,cysQ
ECB_04087,55,35,35,35,14,14,12,22,48,28,31,55,558,ytfJ
ECB_04088,20,9,9,15,6,6,11,13,20,2,7,16,207,ytfK
ECB_04089,110,85,85,69,25,25,38,52,104,67,90,183,1344,ytfL
ECB_04090,44,28,28,32,20,20,22,28,69,38,42,70,639,msrA
ECB_04091,141,107,107,101,37,37,48,62,147,108,124,212,1734,ytfM
ECB_04092,396,285,285,193,74,74,110,136,282,201,245,450,3780,ytfN
ECB_04093,21,10,10,23,11,13,7,10,32,19,22,43,342,ytfP
ECB_04094,11,9,9,12,7,8,11,12,20,8,10,18,183,yzfA
ECB_04095,39,29,29,33,7,7,28,31,39,16,24,74,531,ppa
ECB_04096,71,46,46,71,22,22,30,44,77,54,63,101,957,ytfQ
ECB_04097,110,73,73,102,41,42,41,51,102,114,151,217,1503,ytfR
ECB_04098,124,105,105,41,27,28,29,45,77,51,69,122,1023,ytfT
ECB_04099,91,74,74,40,29,31,35,52,100,57,75,117,996,yjfF
ECB_04100,74,48,48,55,17,17,42,51,84,55,67,137,999,fbp
ECB_04101,138,105,105,64,22,22,53,69,127,53,64,143,1374,mpl
ECB_04102,56,30,30,31,5,5,18,25,48,24,31,63,552,yjgA
ECB_04103,111,81,81,75,31,31,50,69,126,79,87,157,1353,pmbA
ECB_04104,29,21,21,28,6,6,6,8,18,11,12,31,303,cybC
ECB_04105,30,19,19,23,8,8,14,19,45,28,35,60,465,nrdG
